974,Commando,2,5668
975,Knuckle Joe,2,39874
976,Raiders5,2,40166
977,Sky Destroyer,2,4620
978,Champion Pro Wrestling,2,6090
979,Arm Wrestling,2,38517
980,Baraduke,2,39856
981,Gradius (1985),2,1476
982,Teddy Boy,2,46100
983,Street Football,2,21476
984,Ninja Emaki,2,37325
985,Lady Master of Kung Fu,2,39343
986,Mirax,2,39592
987,John Elway's Team Quarterback,2,40343
988,Metal Soldier Isaac II,2,40353
989,Metal Clash,2,40355
990,Mayhem 2002,2,40359
991,Lot Lot,2,40368
992,Onna Sansirou: Typhoon Gal,2,40378
993,N.Y. Captor,2,40382
994,Performan,2,40405
995,Samurai Nihon-Ichi,2,40415
996,Street Heat,2,40434
997,TNK III,2,40449
998,Tank Busters,2,40485
999,Turbo Tag,2,40494
1000,Vs. The Goonies,2,40534
1001,Star Luster,2,40541
1002,Vs. Raid on Bungeling Bay,2,40545
1003,Special Forces II,2,41098
1004,Konami's Ping Pong,2,46832
1005,Super Speed Race Jr.,2,342139
1006,World Series: The Season,2,40570
1007,Penguin-kun Wars,2,39396
1008,Ring King,2,37335
1009,Kung Fu,2,214458
1010,City Connection,2,4610
1011,Hang-On,4,6110
1012,Shoot Out,2,38561
1013,The Fairyland Story,2,39730
1014,Gimme a Break,2,39732
1015,Rush'n Attack,2,90990
1016,My Hero,2,29133
1017,Ghosts 'n Goblins,2,6807
1018,Tiger Heli,2,4606
1019,Indiana Jones and the Temple of Doom,2,12156
1020,Road Avenger,2,93049
1021,Boulder Dash (Data East),2,280825
1022,Battle City,2,4596
1023,Super Mario Bros.,2,358
1024,Motos,2,21692
1025,The Legend of Kage,2,4593
1026,99: The Last War,2,41078
1027,Choplifter,2,320961
1028,Space Harrier,4,12857
1029,Gauntlet (1985),2,3502
1030,Gun.Smoke,2,1288
1031,Alpha Mission,2,8911
1032,Terra Cresta,2,14876
1033,FlashGal,2,39580
1034,Galactic Warriors,2,40036
1035,Vs. Mach Rider,2,40505
1036,Vs. Soccer,2,40542
1037,Ninja JaJaMaru-kun,2,48455
1038,Ikki,2,12915
1039,Sky Kid (1985),2,17282
1040,Agent Super Bond,2,38599
1041,Chanbara,2,38615
1042,Bygone,2,38616
1043,Bone Crusher,2,38625
1044,4-D Warriors,2,39453
1045,Finalizer: Super Transformation,2,40040
1046,Section-Z,2,9755
1047,Cosmo Police Galivan,2,28825
1048,TransBot,2,29136
1049,Time Gal,2,5458
1050,Ninja Princess,2,6119
1051,Buggy Boy,2,12728
1052,Cerberus,2,25955
1053,Hal 21,2,25956
1054,Dragon Buster,2,38035
1055,Shanghai Kid,2,38571
1056,Peter Pack Rat,2,39379
1057,Pinball Action,2,39419
1058,Pitfall II: Lost Caverns,2,39509
1059,Alien Arena,2,39532
1060,Metro-Cross,2,39688
1061,Lizard Wizard,2,39706
1062,Return of the Invaders,2,40072
1063,Canvas Croquis,2,40074
1064,Turbo Sub,2,40866
1065,Jump Shot,2,46858
1066,High Voltage,2,63627
1067,Mat Mania,2,80715
1068,Combat,2,131545
1069,Wiz,2,162406
1070,Vs. Battle City,2,214575
1071,Vs. Star Luster,2,214576
1072,Uchuu Senkan Yamato,2,255870
1073,Sarge,2,258840
1074,Nemesis,2,262389
1075,Zero Target,2,272797
1076,Trivia Genius,2,358215
1077,Gauntlet II,2,3503
1078,Sega Ninja,2,38634
1079,Battle Lane Vol. 5,2,40028
1080,Argus (1985),2,46762
1081,Hang-On Jr.,2,64018
1082,Tehkan World Cup,2,39502
1083,Championship Sprint,4,13478
1084,Sky Kid Deluxe,2,17283
1085,Baluba-louk no Densetsu,2,40013
1086,Lode Runner - Teikoku Karano Dasshutsu,2,40081
1087,Last Mission,2,40083
1088,Zwackery,2,40975
1089,Hexa,2,46868
1090,Rafflesia,2,40167
1091,The Goonies,2,4615
1092,Soldier Girl Amazon,2,40170
1093,Ikari Warriors,2,12153
1094,Jail Break,2,28826
1095,Guardian,2,38651
1096,Darwin 4078,2,40047
1097,Koi No Hotrock,2,40230
1098,Big Event Golf,2,40292
1099,Wonder Boy,2,5560
1100,Vs. Super Mario Bros.,2,92342
1101,MagMax,2,29033
1102,Fantasy Zone,2,6684
1103,Panic Road,2,268003
1104,Hopping Mappy,2,40056
1105,Vs. Ninja JaJaMaru-kun,2,214577
1106,Phraze Craze,2,307911
1107,Tokio,2,72164
1108,Gradius (1986),2,213191
1109,Arkanoid,2,4595
1110,Rygar (1986),2,6856
1111,Mr. Goemon,2,38580
1112,Alley Master,2,40243
1113,Bodyslam,2,222600
1114,Side Pocket,2,6048
1115,Clay Pigeon,5,40282
1116,Halley's Comet,2,40352
1117,The Lost Castle In Darkmist,2,40369
1118,Prebillian,2,40398
1119,S.R.D. Mission,2,40418
1120,Robo Wrestle 2001,2,40422
1121,Riddle of Pythagoras,2,40424
1122,Super Cross II,2,40429
1123,Stompin',2,40440
1124,Spelunker II,2,41096
1125,Clash-Road,2,46863
1126,Spiker,2,46869
1127,Heroic Episode,2,98169
1128,Super Stingray,2,40460
1129,Nekketsu Kouha Kunio-kun,2,40969
1130,Gumshoe,2,18834
1131,Tee'd Off,2,40482
1132,Transformer,2,40500
1133,Bubble Bobble,2,2630
1134,Road Runner,2,8097
1135,Athena (1986),2,9052
1136,Solomon's Key,2,28384
1137,Slap Fight,2,37296
1138,Fire Trap,2,39551
1139,Athena In Wonderland,2,39710
1140,Salamander,2,1477
1141,The Return of Ishtar,2,39952
1142,Volleyball,2,55052
1143,XX Mission,2,39423
1144,Gardia,2,39684
1145,Action Fighter,2,11885
1146,Sky Kid (DUPLICATE),2,287596
1147,Enduro Racer,4,37159
1148,Speed Rumbler,2,39407
1149,Soldier of Light,2,54717
1150,WEC Le Mans 24,2,55088
1151,KiKi KaiKai,2,1535
1152,OutRun,4,2051
1153,Castlevania,2,1114
1154,Shanghai,2,12765
1155,Top Gunner,4,17477
1156,Guerrilla War,2,39787
1157,The Genji and the Heike Clans,2,39967
1158,UFO Robo Dangar,2,39994
1159,Life Force (1986),2,261899
1160,Lock-On,2,95392
1161,Pro Wrestling,2,9512
1162,Vs. Gradius,2,214578
1163,Rampage,2,3055
1164,720°,2,8580
1165,Rolling Thunder,2,12846
1166,Empire City: 1931,2,26543
1167,Breywood,2,38619
1168,Dai Ressya Goutou,2,38639
1169,Legendary Wings,2,39705
1170,Dunk Shot,2,40977
1171,Avengers,2,46822
1172,3D Thunder Ceptor II,2,146255
1173,Renegade,2,191644
1174,Vs. Volleyball,2,214587
1175,Kaiketsu Yanchamaru,2,40216
1176,Alex Kidd: The Lost Stars,2,13678
1177,Kid Icarus,2,3663
1178,Double Dribble,2,4699
1179,Chiller,5,11727
1180,Ninja,2,12837
1181,Xain'd Sleena: Soldier of Light,2,12854
1182,BreakThru,2,13437
1183,Express Raider,2,13654
1184,Halls of Kairos,2,15215
1185,Leaderboard,2,15246
1186,Shackled,2,15364
1187,Super Sprint,4,28385
1188,Gladiator,2,28566
1189,Quartet,2,36677
1190,Night Stocker,2,37329
1191,Noboranka,2,37330
1192,Toy Pop,2,38037
1193,Momoko 120%,2,38583
1194,Kick and Run,2,39369
1195,Iron Horse,2,39373
1196,Kyros,2,39989
1197,Trojan,2,39993
1198,Valtric,2,39995
1199,Mania Challenge,2,40077
1200,Vs. Gumshoe,5,40506
1201,Vs. Slalom,2,40543
1202,Max RPM,2,40564
1203,FireTrap,2,40943
1204,Hyper Dyne: Side Arms,2,42033
1205,Ikari Warriors II: Victory Road,2,48055
1206,Flower Power,2,70191
1207,Thunder Ceptor,2,82510
1208,Crystal Gal Mahjong,2,123070
1209,Brain,2,130707
1210,Top Secret,2,171498
1211,Konyok-Gorbunok,2,180455
1212,Legend,2,197955
1213,Mighty Guy,2,205720
1214,Rock'n Rage,2,210807
1215,Vs. Super Chinese,2,214579
1216,Vs. Super Xevious: Gamp no Nazo,2,214580
1217,Vs. Babel no Tou,2,214582
1218,Vs. Valkyrie no Bouken: Toki no Kagi Densetsu,2,214583
1219,Vs. Mighty Bomb Jack,2,214584
1220,Daikaijuu no Gyakushuu,2,221042
1221,Ojanko Yakata,2,252061
1222,Cash Quiz,2,312300
1223,Big Bucks: Trivia Quest,2,312355
1224,Rock-N-Roll Trivia: Part 2,2,339690
1225,Danger Zone,2,387839
1226,Mahjong Sisters,2,397742
1227,Alien Syndrome,2,4478
1228,Karnov,2,13234
1229,Joust 2: Survival of the Fittest,2,39371
1230,Body Slam,2,40095
1231,Dogou Souken,2,40104
1232,Gauntlet (Tengen),2,7294
1233,Contra,2,4598
1234,Hyper Crash,2,39290
1235,Captain Silver,2,39640
1236,Heavyweight Champ (1987),2,39678
1237,Garyo Retsuden,2,40034
1238,Reaktor,2,40165
1239,Hissatsu Buraiken,2,40195
1240,Kid no Hore Hore Daisakusen,2,40237
1241,World Wars,2,40244
1242,Wonder Planet,2,40245
1243,Heavy Barrel,2,46776
1244,Fast Lane,2,46829
1245,Bermuda Triangle,2,81493
1246,Extermination,2,130828
1247,Wonder Momo,2,38559
1248,Fantasy Zone II,2,6687
1249,Rastan,2,6875
1250,Time Scanner,2,12865
1251,Block Gal,2,38587
1252,Gondomania,2,40066
1253,Labyrinth Runner,2,40218
1254,Super Real Mahjong PI,2,98198
1255,Sky Shark,2,12106
1256,The Goonies II,2,18916
1257,A Day In Space,2,249257
1258,SDI,2,12848
1259,Freedom Fighter,2,77299
1260,Shadowland,2,206147
1261,Combat School,2,13509
1262,Super Hang-On,4,6145
1263,Exzisus,2,39896
1264,Rygar (Nintendo),2,28841
1265,Kozure Ookami,2,39913
1266,Chouji Meikyuu Legion,2,302247
1267,Dark Adventure,2,38529
1268,1943: The Battle of Midway,2,6076
1269,Arkanoid: Revenge of Doh,2,11756
1270,Black Panther,2,38589
1271,Baseball: The Season II,2,40267
1272,Crackshot,5,40279
1273,Atari R.B.I. Baseball,2,40288
1274,Hit 'N Miss,2,40349
1275,Mustache Boy,2,40384
1276,Sauro,2,40414
1277,Vs. Castlevania,2,40513
1278,Vs. TKO Boxing,2,40536
1279,Super Real Mahjong PII,2,98199
1280,Top Speed,2,40468
1281,Toki no Senshi: Chrono Soldier,2,40472
1282,Tricky Doc,2,40498
1283,Touch Down Fever,2,40503
1284,MX5000,2,40559
1285,Trick Trap,2,46874
1286,Dragon Spirit,2,12055
1287,R-Type,2,6840
1288,American Speedway,2,38524
1289,Battlantis,2,38544
1290,Wonder Boy: Monster Land,2,39335
1291,Ninja-Kid II,2,41742
1292,Fantasy Zone: The Maze,2,45658
1293,Blazer,2,46842
1294,After Burner,4,5468
1295,Metroid,2,1101
1296,Double Dragon,2,6787
1297,Black Tiger,2,11966
1298,Psycho-Nics Oscar,2,55193
1299,Rad Racer,2,8359
1300,Street Fighter,2,6930
1301,Airwolf,2,249522
1302,Psycho Soldier,2,41086
1303,After Burner II,4,5352
1304,Blades of Steel,4,7788
1305,Twin Cobra,2,8189
1306,Time Soldiers,2,12866
1307,Thundercade,2,40480
1308,Quester,2,46852
1309,Kyuukyoku Tiger,2,170780
1310,Great Golf,2,46143
1311,Mike Tyson's Punch-Out!!,2,2195
1312,Operation Wolf,5,12190
1313,Nekketsu Koukou Dodgeball-bu,2,191661
1314,Shinobi,2,6899
1315,Pac-Mania,2,12192
1316,Tecmo Bowl (1987),2,8168
1317,Mr. Heli,2,10446
1318,The Deep,2,14638
1319,Galaga '88,2,15535
1320,Battle Chopper,2,38542
1321,Black Dragon,2,38590
1322,City Bomber,2,39304
1323,Ark Area,2,40016
1324,Center Court,2,40073
1325,Combat Hawk,2,40110
1326,Ajax,2,39324
1327,Haunted Castle,2,1117
1328,Rainbow Islands: The Story of Bubble Bobble 2,2,4405
1329,Spy Hunter II,2,6153
1330,Darius,2,6789
1331,Bionic Commando,2,9242
1332,Aaargh!,2,11883
1333,APB,2,11905
1334,Blasteroids,2,11967
1335,Gemini Wing,2,12117
1336,Xenophobe,2,12245
1337,RoadBlasters,4,12367
1338,Xybots,2,12370
1339,The Real Ghostbusters,2,12841
1340,Roadwars,2,12843
1341,Sonic Boom,2,12855
1342,Thunder Blade,4,12862
1343,Tiger Road,2,12864
1344,SRD: Super Real Darwin,2,28022
1345,Mutant Night,2,38562
1346,Bikkuri Card,2,38594
1347,Butasan,2,39131
1348,Sky Fox,2,39301
1349,Psychic 5,2,39393
1350,Super Qix,2,39408
1351,Pocket Gal,2,39501
1352,Terra Force,2,40004
1353,Speed Ball,2,40121
1354,Vs. Super Sky Kid,2,40538
1355,Wardner,2,41082
1356,Plump Pop,2,46799
1357,Final Lap,4,46830
1358,Quarterback,2,46853
1359,Rabio Lepus,2,46854
1360,Space Ranger,2,54570
1361,Devil World,2,55212
1362,Midnight Landing,4,62905
1363,Rabbit Punch,2,64330
1364,Goindol,2,64461
1365,Bullet,2,84189
1366,Jongbou,2,92298
1367,Free Kick,2,111306
1368,Super Dodge Ball (1987),2,191662
1369,Vs. Family Tennis,2,214588
1370,Vs. Top Gun,2,214589
1371,Meikyuu Hunter G,2,231407
1372,Tournament Arkanoid,2,252327
1373,Life Force (DUPLICATE),2,261900
1374,Athena (1987),2,273077
1375,Lotto Fun,2,312352
1376,Xenon,2,12235
1377,Ginga Ninkyouden,2,38647
1378,Atomic Runner Chelnov,2,46241
1379,Full Throttle,2,46843
1380,Super Contra,2,4622
1381,R.C. Pro-Am,2,9155
1382,Chopper I,2,21732
1383,Bonze Adventure,2,38539
1384,F-1 Dream,2,39482
1385,Battle Rangers,2,39484
1386,The Main Event,2,39499
1387,Devastators,2,39632
1388,Crazy Climber 2,2,39808
1389,Gold Medalist,4,39920
1390,Dead Angle,2,39929
1391,Hard Puncher,2,40177
1392,Hard Head,2,40179
1393,Syvalion,2,40249
1394,Beraboh Man,2,40264
1395,Hot Rod Racing,2,40295
1396,GangBusters,2,46773
1397,Heavy Unit,2,46859
1398,Blasted,2,46862
1399,China Gate,2,38612
1400,Vulcan Venture,2,39999
1401,Konami 88,2,40228
1402,Vs. Freedom Force,5,40509
1403,Bad Dudes vs. Dragon Ninja,2,18831
1404,Pro Yakyuu World Stadium,2,62299
1405,Ace Attacker,2,39901
1406,Assault,2,39985
1407,Twin Eagle,2,68355
1408,Vs. Vulcan Venture,2,214592
1409,Insector X,2,39455
1410,Rally Bike,2,39568
1411,Hyper Olympic '84,2,278574
1412,Bravoman,2,42116
1413,Birdie Try,2,38593
1414,Angel Kids,2,38597
1415,Metal Hawk,2,40354
1416,Mechanized Attack,5,40357
1417,The Masters of Kin,2,40360
1418,Paddle Mania,2,40374
1419,Moero!! Pro Yakyuu Homerun Kyousou,2,40387
1420,Power Surge,2,40399
1421,Super Real Mahjong PIII,2,98195
1422,Strike Zone Baseball,2,40432
1423,Sky Soldiers,2,41103
1424,Ninja Kazan,2,39906
1425,Who Dunit,5,40552
1426,Showdown,5,28525
1427,Stadium Hero,2,41095
1428,Altered Beast,2,2604
1429,Märchen Maze,2,46812
1430,Gang Busters,5,39735
1431,1943 Kai: Midway Kaisen,2,39865
1432,Legend of Makai,2,39957
1433,The NewZealand Story,2,7628
1434,Power Drift,4,12719
1435,Passing Shot,2,12839
1436,Kitten Kaboodle,2,40236
1437,Formation Armed F,2,42091
1438,Shingen Samurai-Fighter,2,154757
1439,Kageki,2,39726
1440,P.O.W.: Prisoners of War,2,6820
1441,Cyberball,2,12022
1442,Ordyne,2,39968
1443,Bakutotsu Kijuutei,2,40287
1444,Reikai Doushi,2,40390
1445,Truxton,2,4418
1446,Ninja Gaiden,2,7558
1447,Super Mario Bros. 2,2,1067
1448,Super Mario Bros. 3,2,1068
1449,Gain Ground,2,3129
1450,Wonder Boy III: Monster Lair,2,4481
1451,RoboCop,2,6013
1452,Double Dragon II: The Revenge,2,6790
1453,Splatterhouse,2,6929
1454,Atomic Robo-Kid,2,11921
1455,Mirai Ninja,2,38548
1456,Apache 3,2,39322
1457,Cobra Command (1988),4,69496
1458,Ghouls 'n Ghosts,2,6817
1459,Phelios,2,19510
1460,Country Club,2,38620
1461,U.S. Championship V'Ball,2,39401
1462,Face Off,2,40043
1463,Tetris (Sega),2,203106
1464,Narc,2,4010
1465,The Ninja Warriors,2,5406
1466,Cabal,2,6317
1467,Forgotten Worlds,2,6794
1468,Galaxy Force II,4,6799
1469,Chase H.Q.,4,6802
1470,Ninja Spirit,2,6819
1471,Vigilante,2,10444
1472,Image Fight,2,10452
1473,Fighting Soccer,2,12097
1474,Hot Rod,2,12146
1475,Last Duel: Inter Planet War 2012,2,12171
1476,Operation Thunderbolt,5,12191
1477,Silk Worm,2,12224
1478,P47 Thunderbolt,2,12838
1479,Scramble Spirits,2,12847
1480,SideWinder,2,12850
1481,Toobin',2,12867
1482,Vindicators,2,12871
1483,World Darts,2,12873
1484,Chequered Flag,2,13246
1485,The Final Round,2,19709
1486,Last Duel,4,37211
1487,Mahjong Gakuen,2,37678
1488,Capcom Bowling,2,38535
1489,Turtle Ship,2,38554
1490,88 Games,2,39329
1491,Hot Chase,2,39480
1492,L.E.D. Storm,2,39704
1493,Vindicators Part II,2,39998
1494,Fighting Hawk,2,40041
1495,Kuri Kinton,2,40086
1496,Excite League,2,40112
1497,Bloody Wolf,2,42117
1498,Rainbow Islands Extra,2,45749
1499,Thunder Cross,2,46772
1500,Winning Run,2,64491
1501,Top Landing,4,65121
1502,Rough Ranger,2,78369
1503,Raimais,2,98294
1504,Recordbreaker,2,111304
1505,Superman,2,131546
1506,Kabuki-Z,2,146076
1507,Tetris (Atari),2,178293
1508,Snezhnaja Koroleva,2,197956
1509,Vs. Tetris,2,203108
1510,Vs. The Quest of Ki,2,214591
1511,Vs. Platoon,2,214593
1512,Assault Plus,2,229464
1513,Alpha One,2,249644
1514,Bikkuri Pro Wrestling,2,264252
1515,Touchdown Fever II,2,293316
1516,New Super Triv III,2,307370
1517,Asuka & Asuka,2,38515
1518,Gigandes,2,38648
1519,Garuka,2,40140
1520,Enforce,2,46845
1521,Last Survivor (1988),2,74411
1522,Golden Axe,2,5565
1523,Mad Motor,2,37334
1524,Diamond Run,2,38628
1525,Bottom of the Ninth,2,39483
1526,Caliber .50,2,39491
1527,Fire Shark,2,39647
1528,Hippodrome,2,39680
1529,Meta Fox,2,39689
1530,S.P.Y. Special Project Y,2,39964
1531,Vapor Trail,2,39996
1532,Himeshikibu,2,40196
1533,Jitsuryoku!! Pro Yakyuu,2,40211
1534,Task Force Harrier,2,40248
1535,Omega Fighter,2,40256
1536,Same! Same! Same!,2,197817
1537,Tecmo Bowl (DUPLICATE),2,285764
1538,Turbo OutRun,4,2053
1539,Spark Man,2,40169
1540,Strider,2,6969
1541,Bay Route,2,39616
1542,Rompers,2,40070
1543,Blast Off,2,46841
1544,Street Smart,2,41084
1545,Metal Freezer,2,267644
1546,Tommy Lasorda Baseball,2,27969
1547,Last Striker,2,40270
1548,Valkyrie no Densetsu,2,41081
1549,Bandit,2,251553
1550,Tecmo World Cup '90,2,39858
1551,Cyber Police ESWAT,2,6793
1552,Crime Fighters,2,75525
1553,Arch Rivals,2,4515
1554,Super Monaco GP,4,4528
1555,Master of Weapon,2,4532
1556,Act-Fancer: Cybernetick Hyper Weapon,2,12270
1557,Arbalester,2,39621
1558,Prehistoric Isle,2,78964
1559,Marvel Land,2,41087
1560,Volfied,2,4469
1561,Baseball Stars,2,9903
1562,Violence Fight,2,39608
1563,Final Blow,2,12098
1564,Castle of Dragon,2,18832
1565,The Next Space,2,21703
1566,Galaxy Gunners,2,38570
1567,WWF Superstars,2,39424
1568,Racing Hero,2,39947
1569,Plus Alpha,2,40090
1570,Dynamite League,2,40303
1571,Four Trax,4,46864
1572,Willow,2,74394
1573,Dirt Fox,2,364396
1574,Wit's,2,40549
1575,Wheel of Fortune (1989),2,37183
1576,U.S. Classic,2,40489
1577,Twin Falcons,2,40492
1578,Flash Point,2,46793
1579,Zero Wing,2,4412
1580,Gang Wars,2,6796
1581,Sly Spy,2,12852
1582,Sky Robo,2,327321
1583,Don Doko Don,2,39360
1584,Big Run,2,11961
1585,Solitaire Poker,2,19493
1586,Last Battle,2,27971
1587,U.N. Squadron,2,1357
1588,X Multiply,2,12271
1589,Arnold Palmer Tournament Golf,2,12869
1590,Darius II,2,39695
1591,Finest Hour,2,40331
1592,Fester's Quest,2,5343
1593,Blockout,2,10208
1594,Night Striker,2,37324
1595,Block Hole,2,40029
1596,Capcom baseball,2,40129
1597,Shadow Dancer,2,6876
1598,Beast Busters,5,11951
1599,Burning Force,2,39492
1600,Megablast,2,46860
1601,AmeriDarts,2,63634
1602,SAR: Search and Rescue,2,40187
1603,S.L.Y Special Project Y,2,41083
1604,Teenage Mutant Ninja Turtles (Konami),2,3815
1605,Final Fight,2,1655
1606,Buster Bros.,2,6823
1607,S.C.I.: Special Criminal Investigation,4,11999
1608,Adventure Quiz: Capcom World,2,38600
1609,Coors Light Bowling,2,38622
1610,All American Football,2,39292
1611,Dangerous Seed,2,40048
1612,Toki,2,12228
1613,Gradius III,2,1481
1614,Midnight Resistance,2,4401
1615,Super Volley Ball,2,4440
1616,Rastan Saga II,2,4466
1617,Space Harrier II,4,4498
1618,Crime City,2,6784
1619,Dragon Breed,2,6791
1620,Nastar,2,6818
1621,R-Type II,2,6854
1622,Astyanax,2,9036
1623,Legend of Hero Tonma,2,10453
1624,BadLands (1989),4,11933
1625,Continental Circus,2,12010
1626,Crack Down,2,12015
1627,Dynasty Wars,2,12060
1628,Escape from the Planet of the Robot Monsters,2,12067
1629,Hard Drivin',4,12134
1630,Line of Fire,2,12178
1631,Plotting,2,12196
1632,Puzznic,2,12199
1633,Saint Dragon,2,12207
1634,S.T.U.N. Runner,4,12368
1635,Dynamite Düx,2,12730
1636,Exterminator,2,12733
1637,Ivan ''Ironman'' Stewart's Super Off Road,2,12735
1638,Magic Johnson's Basketball,2,12835
1639,Skull & Crossbones,2,12851
1640,Welltris,2,12872
1641,Golden Tee Golf,4,17263
1642,Hellfire,2,19503
1643,Shanghai II,2,21549
1644,Cyberball 2072,2,23070
1645,Wrestle War,2,27076
1646,DJ Boy,2,28038
1647,Twin Hawk,2,28040
1648,Champion Wrestler,2,38092
1649,Poker Ladies,2,39397
1650,Demon's World,2,39634
1651,Cue Brick,2,39638
1652,Dynamite Duke,2,39651
1653,Tecmo Knight,2,40002
1654,Hachoo!,2,40065
1655,M.I.A. Missing in Action,2,40080
1656,Tough Turf,2,40259
1657,Chuka Taisen,2,45654
1658,Ikari III: The Rescue,2,48054
1659,On the Ball,2,92554
1660,Tail to Nose: Great Championship,2,137245
1661,Super Pool III,2,172679
1662,Rambo III,2,199790
1663,Tetris (DUPLICATE),2,215387
1664,Super Off Road Track Pack,2,245280
1665,Buccaneers,2,247389
1666,Born to Fight,2,269598
1667,Pacman Club,2,289882
1668,Sky Adventure,2,293310
1669,Championship Bowling,2,317525
1670,Sagaia,2,318903
1671,Aliens,2,13680
1672,Daisenpu,2,38637
1673,Genshi Tou 1930's,2,38653
1674,Bad Lands,2,39655
1675,Dokaben,2,40103
1676,Cyber-Lip,2,71622
1677,Ju Ju Densetsu,2,40202
1678,League Bowling,2,40206
1679,Top Player's Golf,2,40471
1680,Ninja Combat,2,39889
1681,Riding Hero,2,39961
1682,Baseball Stars Professional,2,39595
1683,Klax,2,4484
1684,1941: Counter Attack,2,6077
1685,Two Crude Dudes,2,27798
1686,Aurail,2,39618
1687,Spinal Breakers,2,39666
1688,Cuby Bop,2,39675
1689,Sky Smasher,2,39800
1690,Double Axle,4,39870
1691,Thunder Fox,2,39888
1692,The Cliffhanger: Edward Randy,2,39927
1693,Boulder Dash Part 2,2,40026
1694,High Impact Football,2,40061
1695,Pistol Daimyo no Bouken,2,40089
1696,Kickle Cubicle,2,40238
1697,Borench,2,40274
1698,The Ninja Kids,2,41111
1699,Columns,2,4446
1700,Cadash,2,6652
1701,Ashura Blaster,2,38516
1702,Battle Shark,5,39970
1703,Trog,2,46505
1704,Adventure Quiz 2: Hatena? No Dai-Bouken,2,65206
1705,Air Buster,2,5353
1706,Slick Shot,2,337565
1707,Raiden,2,6841
1708,Snow Bros.,2,6901
1709,Hatris,2,40063
1710,Pin-Bot,2,72809
1711,Galaxian3: Project Dragoon,4,140478
1712,Batman (Atari),4,164313
1713,Ninja Gaiden II: The Dark Sword of Chaos,2,15540
1714,US AAF Mustang,2,39857
1715,Bostilda,2,39882
1716,Bio-Ship Paladin,2,39877
1717,Parodius da!: Shinwa kara Owarai he,2,37307
1718,Magician Lord,2,19109
1719,G-LOC: Air Battle,4,4464
1720,Smash T.V.,2,20504
1721,Lightning Fighters,2,39387
1722,Trio the Punch: Never Forget Me,2,39714
1723,Kyuukai Douchuuki,2,45724
1724,The Combatribes,2,337198
1725,Success Joe,2,39909
1726,Spot: The Video Game,2,48075
1727,Double Dragon 3: The Rosetta Stone,2,10194
1728,Air Duel,2,10445
1729,Air Inferno,2,39323
1730,American Horseshoes,2,39376
1731,Evil Stone,2,40298
1732,Golfing Greats,2,40325
1733,Fantasy Land,2,40333
1734,The Last Day,2,40336
1735,Major Title,2,40363
1736,Over Drive,2,40376
1737,Mighty Warriors,2,40388
1738,Pound For Pound,2,40400
1739,Strata Bowling,2,40437
1740,Steel Gunner,5,40444
1741,Gate of Doom,2,46847
1742,GP Rider,2,39904
1743,ThunderJaws,2,40479
1744,World Stadium '90,2,40569
1745,World Grand Prix 2,2,40572
1746,Disney's Chip 'n Dale Rescue Rangers,2,6490
1747,Bonanza Bros.,2,4511
1748,Magic Sword,2,71549
1749,World Soccer Finals,2,38560
1750,Rad Racer II,2,48091
1751,Palamedes,2,40563
1752,Michael Jackson's Moonwalker,2,253617
1753,Dr. Mario,2,3476
1754,Pit-Fighter,2,6824
1755,Columns II: The Voyage Through Time,2,14985
1756,Aqua Jack,4,39321
1757,Magic Sword: Heroic Fantasy,2,39500
1758,Out Zone,2,93519
1759,Race Drivin',4,12840
1760,Super Buster Bros.,2,38423
1761,Mega Man 3,2,1716
1762,Final Lap 2,4,255651
1763,Solar Jetman: Hunt for the Golden Warpship,2,7853
1764,Vs. Dr. Mario,2,40510
1765,Surprise Attack,2,46783
1766,Pipe Dream,2,265008
1767,Majestic Twelve: The Space Invaders Part IV,2,39716
1768,Yo! Noid,2,19612
1769,Carrier Air Wing,2,38534
1770,Super Mario World,2,1070
1771,F-Zero,4,3490
1772,Teenage Mutant Ninja Turtles II: The Arcade Game,2,3816
1773,Nintendo World Cup,2,10633
1774,Bloxeed,2,38586
1775,Nemo,2,39283
1776,Gals Panic,2,39464
1777,Sonic Blast Man,2,39804
1778,Punk Shot,2,39965
1779,Cyber Tank,2,40107
1780,A.B. Cop,2,93951
1781,ActRaiser,2,6468
1782,Mad Dog McCree,5,4254
1783,Mercs,2,4487
1784,RoboCop 2,2,6853
1785,Rampart,2,9684
1786,Alien Storm,2,9969
1787,Cisco Heat,2,12005
1788,Hydra,4,12152
1789,Mega Twins,2,12184
1790,Aero Blasters,2,12491
1791,Rod-Land,2,12845
1792,Space Gun,5,12856
1793,Super Space Invaders,2,12859
1794,Thunder Jaws,2,12863
1795,Liquid Kids,2,16750
1796,Hammerin' Harry,2,38638
1797,Vandyke,2,39331
1798,Football Champ,2,39481
1799,Atomic Point,2,39619
1800,RollerGames,2,40076
1801,Jerry Glanville's Pigskin Footbrawl,2,46188
1802,Hit the Ice: The Video Hockey League,4,46208
1803,Captain Skyhawk,2,48071
1804,Mahjong Daiyogen,2,56054
1805,Super BurgerTime,2,77876
1806,Shuuz,2,79042
1807,Vendetta,2,91874
1808,Mug Smashers,2,148075
1809,M.V.P.,2,197957
1810,Ganbare Jajamaru Saisho ha Goo,2,234221
1811,Magic Bubble,2,246100
1812,Pushman,2,247313
1813,4 En Raya,2,249251
1814,Touche Me,2,252441
1815,Boxy Boy,2,277524
