167,1671,1,1,Aliens,Arcade,#REF!,Arcade,Standard Cabinet,,
167,1770,1,5,Super Mario World,Arcade,#REF!,Arcade,Stylish Deluxe Cabinet,Nintendo Super System,
167,1772,1,8,Teenage Mutant Ninja Turtles II: The Arcade Game,Arcade,#REF!,Arcade,4 Player,,
167,1834,1,1,Street Fighter II,Arcade,#REF!,Arcade,Standard Cabinet,,
167,1893,1,1,WWF WrestleFest,Arcade,#REF!,Arcade,Standard Cabinet,,
167,1987,1,8,X-Men,Arcade,#REF!,Arcade,4 Player,,
167,2057,1,1,Mortal Kombat,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2104,1,5,NCAA Basketball,Arcade,#REF!,Arcade,Stylish Deluxe Cabinet,Nintendo Super System,
167,2196,1,14,Ninja Baseball Bat Man,Arcade,#REF!,Arcade,Candy Cab,,
167,2245,1,1,Mortal Kombat II,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2331,1,1,Primal Rage,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2499,1,1,Marvel Super Heroes,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2589,1,1,NBA Hangtime,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2621,1,1,Die Hard Arcade,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2748,1,1,Mortal Kombat 4,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2749,1,1,Rampage World Tour,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2755,1,1,Street Fighter III 2nd Impact: Giant Attack,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3056,1,1,NFL Blitz 2000: Gold Edition,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3148,1,1,Gauntlet Dark Legacy,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3397,1,1,Tekken 5,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3704,1,1,Pac-Man's Arcade Party,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3708,1,1,Fruit Ninja FX,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3710,1,1,Pac-Man Battle Royale,Arcade,#REF!,Arcade,Standard Cabinet,Working,
167,3921,1,1,Galaga Assault,Arcade,#REF!,Arcade,Standard Cabinet,,
167,4178,1,8,The Simpsons,Arcade,#REF!,Arcade,4 Player,,
167,4438,1,17,Attack of the Petscii Robots,Arcade,#REF!,Arcade,Custom,,
167,4487,1,5,Mortal Kombat 1 (2023),Arcade,#REF!,Arcade,Stylish Deluxe Cabinet,Working,
167,4495,1,18,PlayChoice-10,Arcade,#REF!,Arcade,PlayChoice-10,,
167,4505,1,8,Retro Raccoons,Arcade,#REF!,Arcade,4 Player,,
167,4506,1,1,Rockin' Bowl-O-Rama,Arcade,#REF!,Arcade,Standard Cabinet,,
167,327,1,1,Rally-X,Arcade,#REF!,Arcade,Standard Cabinet,,
167,1690,1,4,Double Axle,Arcade,#REF!,Arcade,Stand Up,,
167,1771,1,5,F-Zero,Arcade,#REF!,Arcade,Stylish Deluxe Cabinet,Nintendo Super System,
167,2687,1,3,Off Road Challenge,Arcade,#REF!,Arcade,Sit Down,,
167,2787,1,1,San Francisco Rush: The Rock Alcatraz Edition,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2794,1,3,California Speed,Arcade,#REF!,Arcade,Sit Down,,
167,2943,1,3,Hydro Thunder,Arcade,#REF!,Arcade,Sit Down,,
167,2987,1,3,Offroad Thunder,Arcade,#REF!,Arcade,Sit Down,,
167,3016,1,4,Cruis'n Exotica,Arcade,#REF!,Arcade,Stand Up,,
167,3386,1,3,Faster Than Speed,Arcade,#REF!,Arcade,Sit Down,,
167,3462,1,1,Golden Tee Live,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3807,1,3,Mario Kart Arcade GP DX (2013),Arcade,#REF!,Arcade,Sit Down,,
167,3807,1,3,Mario Kart Arcade GP DX (2013),Arcade,#REF!,Arcade,Sit Down,,
167,4447,1,3,CART Fury Championship Racing,Arcade,#REF!,Arcade,Sit Down,,
167,4472,1,1,"Ivan ""Ironman"" Stewart's Super Off Road",Arcade,#REF!,Arcade,Standard Cabinet,,
167,817,1,18,Duck Hunt,Arcade,#REF!,Arcade,PlayChoice-10,,
167,843,1,18,Hogan's Alley,Arcade,#REF!,Arcade,PlayChoice-10,,
167,1702,1,1,Battle Shark,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2052,1,1,Terminator 2: Judgment Day,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2370,1,1,Revolution X,Arcade,#REF!,Arcade,Standard Cabinet,,
167,2868,1,1,CarnEvil,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3092,1,1,Beach Head 2000,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3275,1,1,The House of the Dead III,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3511,1,1,Aliens Extermination,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3672,1,1,Terminator Salvation,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3737,1,1,Operation G.H.O.S.T.,Arcade,#REF!,Arcade,Standard Cabinet,,
167,3836,1,1,Aliens: Armageddon,Arcade,#REF!,Arcade,Standard Cabinet,,
